Time,AS27 (Evapotranspiration),AS24 (Daily rain),AS25 (Rain rate),AS21 (Wind speed),AS19 (Temperature)
16-03-2023 17:15:20,,,,8.00,34.80
16-03-2023 17:20:20,3.89,0.00,,6.00,34.60
16-03-2023 17:21:20,,,0.00,,
16-03-2023 17:22:20,,,0.00,,
16-03-2023 17:25:20,3.89,0.00,,8.00,34.40
16-03-2023 17:30:20,,,,1.00,34.20
16-03-2023 17:35:20,,,,3.00,34.00
16-03-2023 17:40:20,,,,1.00,33.80
16-03-2023 17:45:20,,,,3.00,33.70
16-03-2023 17:50:20,,,,1.00,33.60
16-03-2023 17:55:20,,,,3.00,33.30
16-03-2023 18:00:20,3.89,,,1.00,33.10
16-03-2023 18:05:20,3.99,,,,32.90
16-03-2023 18:10:20,,,,1.00,32.70
16-03-2023 18:15:20,,,,0.00,32.60
16-03-2023 18:20:20,,,,1.00,32.40
16-03-2023 18:25:20,,,,0.00,32.20
16-03-2023 18:30:20,,,,,32.10
16-03-2023 18:35:20,,,,,31.90
16-03-2023 18:40:20,,,,,31.80
16-03-2023 18:45:20,,,,,31.60
16-03-2023 18:50:20,,,,,31.40
16-03-2023 18:55:20,,,,,31.30
16-03-2023 19:00:20,3.99,,,,31.10
16-03-2023 19:05:20,4.01,,,,30.90
16-03-2023 19:10:20,,,,,30.80
16-03-2023 19:15:20,,,,,30.70
16-03-2023 19:20:20,4.01,0.00,,0.00,30.70
16-03-2023 19:21:20,,,0.00,,
16-03-2023 19:22:20,,,0.00,,
16-03-2023 19:25:20,4.01,0.00,,0.00,30.50
16-03-2023 19:30:20,,,,,30.40
16-03-2023 19:35:20,,,,,30.40
16-03-2023 19:40:20,,,,,30.30
16-03-2023 19:45:20,,,,,30.20
16-03-2023 19:50:20,,,,,30.10
16-03-2023 19:55:20,,,,,29.90
16-03-2023 20:00:20,4.01,,,,29.80
16-03-2023 20:05:20,4.04,,,0.00,29.70
16-03-2023 20:10:20,,,,1.00,29.70
16-03-2023 20:15:20,,,,0.00,29.60
16-03-2023 20:20:20,,,,1.00,29.40
16-03-2023 20:25:20,,,,0.00,29.30
16-03-2023 20:30:20,,,,1.00,29.30
16-03-2023 20:35:20,,,,,29.20
16-03-2023 20:40:20,,,,1.00,29.10
16-03-2023 20:45:20,,,,0.00,28.90
16-03-2023 20:50:20,,,,,28.80
16-03-2023 20:55:20,,,,0.00,28.70
16-03-2023 21:00:20,4.04,,,1.00,
16-03-2023 21:05:20,4.06,,,0.00,
16-03-2023 21:10:20,,,,3.00,28.70
16-03-2023 21:15:20,,,,1.00,28.60
16-03-2023 21:20:20,4.06,0.00,,0.00,28.60
16-03-2023 21:21:20,,,0.00,,
16-03-2023 21:22:20,,,0.00,,
16-03-2023 21:25:20,4.06,0.00,,0.00,28.60
16-03-2023 21:30:20,,,,,28.40
16-03-2023 21:40:20,,,,0.00,28.40
16-03-2023 21:45:20,,,,1.00,28.30
16-03-2023 21:50:20,,,,1.00,
16-03-2023 21:55:20,,,,0.00,28.30
16-03-2023 22:00:20,,,,,28.20
16-03-2023 22:05:20,,,,0.00,
16-03-2023 22:10:20,,,,1.00,
16-03-2023 22:15:20,,,,0.00,
16-03-2023 22:20:20,,,,0.00,
16-03-2023 22:25:20,,,,1.00,
16-03-2023 22:35:20,,,,1.00,28.20
16-03-2023 22:40:20,,,,3.00,28.10
16-03-2023 22:45:20,,,,1.00,28.10
16-03-2023 22:50:20,,,,0.00,28.00
16-03-2023 22:55:20,,,,,27.90
16-03-2023 23:00:20,,,,,27.80
16-03-2023 23:05:20,,,,,27.80
16-03-2023 23:10:20,,,,,27.70
16-03-2023 23:20:20,4.06,0.00,,0.00,27.70
16-03-2023 23:21:20,,,0.00,,
16-03-2023 23:22:20,,,0.00,,
16-03-2023 23:25:20,4.06,0.00,,0.00,27.60
16-03-2023 23:30:20,,,,0.00,
16-03-2023 23:35:20,,,,1.00,
16-03-2023 23:40:20,,,,0.00,
16-03-2023 23:50:20,,,,,27.60
16-03-2023 23:55:20,,,,,27.40
17-03-2023 00:00:20,4.06,,,,
17-03-2023 00:05:20,0.00,,,,27.40
17-03-2023 00:10:20,,,,0.00,27.30
17-03-2023 00:15:20,,,,1.00,27.20
17-03-2023 00:20:20,,,,0.00,27.10
17-03-2023 00:25:20,,,,,27.10
17-03-2023 00:30:20,,,,0.00,27.00
17-03-2023 00:35:20,,,,1.00,26.90
17-03-2023 00:40:20,,,,1.00,26.90
17-03-2023 00:45:20,,,,0.00,26.80
17-03-2023 00:50:20,,,,,26.70
17-03-2023 00:55:20,,,,,26.70
17-03-2023 01:00:20,,,,,26.60
17-03-2023 01:05:20,,,,,26.50
17-03-2023 01:10:20,,,,,26.40
17-03-2023 01:15:20,,,,,26.40
17-03-2023 01:20:20,,,,,26.30
17-03-2023 01:25:20,,,,,26.20
17-03-2023 01:30:20,,,,,26.10
17-03-2023 01:35:20,,,,,26.00
17-03-2023 01:40:20,,,,,25.90
17-03-2023 01:45:20,,,,,25.80
17-03-2023 01:50:20,,,,,25.80
17-03-2023 01:55:20,,,,,25.70
17-03-2023 02:15:20,,,,,25.70
17-03-2023 02:20:20,,,,,25.60
17-03-2023 02:30:20,,,,,25.60
17-03-2023 02:35:20,,,,,25.50
17-03-2023 02:40:20,,,,,25.40
17-03-2023 02:45:20,,,,,25.40
17-03-2023 02:50:20,,,,,25.30
17-03-2023 03:00:20,,,,,25.30
17-03-2023 03:05:20,,,,,25.20
17-03-2023 03:20:20,0.00,0.00,,0.00,25.20
17-03-2023 03:21:20,,,0.00,,
17-03-2023 03:22:20,,,0.00,,
17-03-2023 03:25:20,0.00,0.00,,0.00,25.20
17-03-2023 03:30:20,,,,0.00,
17-03-2023 03:35:20,,,,1.00,25.20
17-03-2023 03:40:20,,,,0.00,25.30
17-03-2023 03:50:20,,,,0.00,25.30
17-03-2023 03:55:20,,,,1.00,25.40
17-03-2023 04:00:20,,,,0.00,
17-03-2023 04:05:20,,,,3.00,
17-03-2023 04:10:20,,,,1.00,
17-03-2023 04:15:20,,,,0.00,25.40
17-03-2023 04:20:20,,,,1.00,25.50
17-03-2023 04:25:20,,,,0.00,25.50
17-03-2023 04:30:20,,,,1.00,25.40
17-03-2023 04:35:20,,,,1.00,
17-03-2023 04:40:20,,,,3.00,
17-03-2023 04:45:20,,,,0.00,25.40
17-03-2023 04:50:20,,,,0.00,25.30
17-03-2023 04:55:20,,,,3.00,25.30
17-03-2023 05:00:20,,,,0.00,25.20
17-03-2023 05:05:20,,,,,25.30
17-03-2023 05:10:20,,,,,25.20
17-03-2023 05:20:20,0.00,0.00,,0.00,25.20
17-03-2023 05:21:20,,,0.00,,
17-03-2023 05:22:20,,,0.00,,
17-03-2023 05:25:20,0.00,0.00,,0.00,25.10
17-03-2023 05:30:20,,,,,25.10
17-03-2023 05:35:20,,,,,25.00
17-03-2023 05:40:20,,,,,24.90
17-03-2023 05:55:20,,,,0.00,
17-03-2023 06:00:20,,,,1.00,
17-03-2023 06:10:20,,,,1.00,
17-03-2023 06:15:20,,,,3.00,24.90
17-03-2023 06:20:20,,,,1.00,24.80
17-03-2023 06:25:20,,,,1.00,24.80
17-03-2023 06:30:20,,,,0.00,24.90
17-03-2023 06:40:20,,,,,24.90
17-03-2023 06:45:20,,,,,24.80
17-03-2023 06:50:20,,,,,24.90
17-03-2023 07:10:20,,,,,24.90
17-03-2023 07:15:20,,,,,25.00
17-03-2023 07:20:20,0.00,0.00,,0.00,25.10
17-03-2023 07:21:20,,,0.00,,
17-03-2023 07:22:20,,,0.00,,
17-03-2023 07:25:20,0.00,0.00,,0.00,25.20
17-03-2023 07:30:20,,,,,25.20
17-03-2023 07:35:20,,,,,25.30
17-03-2023 07:40:20,,,,,25.40
17-03-2023 07:45:20,,,,,25.60
17-03-2023 07:50:20,,,,,25.70
17-03-2023 07:55:20,,,,0.00,25.80
17-03-2023 08:00:20,0.00,,,6.00,25.90
17-03-2023 08:05:20,0.05,,,1.00,26.10
17-03-2023 08:10:20,,,,6.00,26.20
17-03-2023 08:15:20,,,,6.00,26.30
17-03-2023 08:20:20,,,,3.00,26.60
17-03-2023 08:25:20,,,,4.00,26.70
17-03-2023 08:30:20,,,,6.00,26.90
17-03-2023 08:35:20,,,,8.00,
17-03-2023 08:40:20,,,,0.00,
17-03-2023 08:45:20,,,,3.00,26.90
17-03-2023 08:50:20,,,,11.00,27.10
17-03-2023 08:55:20,,,,9.00,27.20
17-03-2023 09:00:20,0.05,,,12.00,27.60
17-03-2023 09:05:20,0.20,,,9.00,27.80
17-03-2023 09:10:20,,,,12.00,28.00
17-03-2023 09:15:20,,,,12.00,28.20
17-03-2023 09:20:20,0.20,0.00,,16.00,28.30
17-03-2023 09:21:20,,,0.00,,
17-03-2023 09:22:20,,,0.00,,
17-03-2023 09:25:20,0.20,0.00,,9.00,28.40
17-03-2023 09:30:20,,,,9.00,28.60
17-03-2023 09:35:20,,,,8.00,28.70
17-03-2023 09:40:20,,,,6.00,28.80
17-03-2023 09:45:20,,,,3.00,29.10
17-03-2023 09:50:20,,,,6.00,29.40
17-03-2023 09:55:20,,,,8.00,29.70
17-03-2023 10:00:20,0.20,,,11.00,29.60
17-03-2023 10:05:20,0.58,,,11.00,29.50
17-03-2023 10:10:20,,,,9.00,29.60
17-03-2023 10:15:20,,,,11.00,29.70
17-03-2023 10:20:20,,,,1.00,29.90
17-03-2023 10:25:20,,,,8.00,30.20
17-03-2023 10:30:20,,,,6.00,
17-03-2023 10:35:20,,,,3.00,30.20
17-03-2023 10:40:20,,,,8.00,30.10
17-03-2023 10:45:20,,,,11.00,30.20
17-03-2023 10:50:20,,,,14.00,30.40
17-03-2023 10:55:20,,,,6.00,
17-03-2023 11:00:20,0.58,,,1.00,30.40
17-03-2023 11:05:20,1.02,,,8.00,30.60
17-03-2023 11:10:20,,,,6.00,30.80
17-03-2023 11:15:20,,,,,30.60
17-03-2023 11:20:20,,,,6.00,30.80
17-03-2023 11:25:20,,,,1.00,31.00
17-03-2023 11:30:20,,,,9.00,30.90
17-03-2023 11:35:20,,,,9.00,31.00
17-03-2023 11:40:20,,,,12.00,31.00
17-03-2023 11:45:20,,,,8.00,31.10
17-03-2023 11:50:20,,,,6.00,31.40
17-03-2023 11:55:20,,,,19.00,31.80
17-03-2023 12:00:20,1.02,,,6.00,
17-03-2023 12:05:20,1.57,,,8.00,31.80
17-03-2023 12:10:20,,,,16.00,31.90
17-03-2023 12:15:20,,,,6.00,
17-03-2023 12:20:20,,,,8.00,31.90
17-03-2023 12:25:20,,,,6.00,32.00
17-03-2023 12:30:20,,,,16.00,32.30
17-03-2023 12:35:20,,,,3.00,32.10
17-03-2023 12:40:20,,,,1.00,32.20
17-03-2023 12:45:20,,,,12.00,32.30
17-03-2023 12:50:20,,,,6.00,
17-03-2023 12:55:20,,,,12.00,32.30
17-03-2023 13:00:20,1.57,,,12.00,32.50
17-03-2023 13:05:20,2.13,,,17.00,32.50
17-03-2023 13:10:20,,,,6.00,32.70
17-03-2023 13:15:20,,,,12.00,32.80
17-03-2023 13:20:20,2.13,0.00,,6.00,32.90
17-03-2023 13:21:20,,,0.00,,
17-03-2023 13:22:20,,,0.00,,
17-03-2023 13:25:20,2.13,0.00,,8.00,33.10
17-03-2023 13:30:20,,,,,33.30
17-03-2023 13:35:20,,,,8.00,33.30
17-03-2023 13:40:20,,,,11.00,33.40
17-03-2023 13:45:20,,,,8.00,33.40
17-03-2023 13:50:20,,,,11.00,33.80
17-03-2023 13:55:20,,,,6.00,33.60
17-03-2023 14:00:20,2.13,,,8.00,33.50
17-03-2023 14:05:20,2.72,,,1.00,33.50
17-03-2023 14:10:20,,,,8.00,33.60
17-03-2023 14:15:20,,,,12.00,33.70
17-03-2023 14:20:20,,,,1.00,33.90
17-03-2023 14:25:20,,,,6.00,34.30
17-03-2023 14:30:20,,,,12.00,34.30
17-03-2023 14:35:20,,,,6.00,34.20
17-03-2023 14:40:20,,,,1.00,34.10
17-03-2023 14:45:20,,,,6.00,34.30
17-03-2023 14:50:20,,,,3.00,34.40
17-03-2023 14:55:20,,,,0.00,34.40
17-03-2023 15:00:20,2.72,,,9.00,34.60
17-03-2023 15:05:20,3.25,,,6.00,
17-03-2023 15:10:20,,,,8.00,
17-03-2023 15:15:20,3.25,0.00,,8.00,34.60
17-03-2023 15:17:20,,,0.00,,
17-03-2023 15:20:20,3.25,0.00,0.00,8.00,34.30
17-03-2023 15:21:20,,,0.00,,
17-03-2023 15:25:20,3.25,0.00,,0.00,34.30
17-03-2023 15:30:20,,,,11.00,34.40
17-03-2023 15:35:20,,,,3.00,34.40
17-03-2023 15:40:20,,,,9.00,34.50
17-03-2023 15:45:20,,,,6.00,34.60
17-03-2023 15:50:20,,,,3.00,34.60
17-03-2023 15:55:20,,,,9.00,34.40
17-03-2023 16:00:20,3.25,,,3.00,34.30
17-03-2023 16:05:20,3.68,,,4.00,34.40
17-03-2023 16:10:20,,,,9.00,34.60
17-03-2023 16:15:20,,,,8.00,34.40
17-03-2023 16:20:20,,,,6.00,
17-03-2023 16:25:20,,,,0.00,34.40
17-03-2023 16:30:20,,,,11.00,34.30
17-03-2023 16:35:20,,,,1.00,34.10
17-03-2023 16:40:20,,,,6.00,34.10
17-03-2023 16:45:20,,,,6.00,34.00
17-03-2023 16:50:20,,,,8.00,
17-03-2023 16:55:20,,,,4.00,
17-03-2023 17:00:20,3.68,,,3.00,34.00
17-03-2023 17:05:20,3.94,,,8.00,33.90
17-03-2023 17:10:20,,,,8.00,33.80
17-03-2023 17:15:20,,,,14.00,33.70
17-03-2023 17:20:20,3.94,0.00,,3.00,33.50
17-03-2023 17:21:20,,,0.00,,
17-03-2023 17:22:20,,,0.00,,
17-03-2023 17:25:20,3.94,0.00,,9.00,33.40
17-03-2023 17:30:20,,,,12.00,33.40
17-03-2023 17:35:20,,,,4.00,33.30
17-03-2023 17:40:20,,,,3.00,33.20
17-03-2023 17:45:20,,,,6.00,33.20
17-03-2023 17:50:20,,,,1.00,33.00
17-03-2023 17:55:20,,,,3.00,32.80
17-03-2023 18:00:20,3.94,,,3.00,32.70
17-03-2023 18:05:20,4.06,,,1.00,32.60
17-03-2023 18:10:20,,,,6.00,32.40
17-03-2023 18:15:20,,,,3.00,32.20
17-03-2023 18:20:20,,,,0.00,32.10
17-03-2023 18:25:20,,,,1.00,31.80
17-03-2023 18:30:20,,,,8.00,31.70
17-03-2023 18:35:20,,,,1.00,31.60
17-03-2023 18:40:20,,,,4.00,31.40
17-03-2023 18:45:20,,,,0.00,31.30
17-03-2023 18:50:20,,,,1.00,31.20
17-03-2023 18:55:20,,,,1.00,31.10
17-03-2023 19:00:20,4.06,,,3.00,30.90
17-03-2023 19:05:20,4.11,,,1.00,30.80
17-03-2023 19:10:20,,,,0.00,30.70
17-03-2023 19:15:20,,,,,30.70
17-03-2023 19:20:20,4.11,0.00,,0.00,30.60
17-03-2023 19:21:20,,,0.00,,
17-03-2023 19:22:20,,,0.00,,
17-03-2023 19:25:20,4.11,0.00,,0.00,30.40
17-03-2023 19:30:20,,,,,30.30
17-03-2023 19:35:20,,,,,30.20
17-03-2023 19:40:20,,,,,30.10
17-03-2023 19:45:20,,,,,29.90
17-03-2023 19:50:20,,,,,29.90
17-03-2023 19:55:20,,,,,29.80
17-03-2023 20:00:20,4.11,,,,29.80
17-03-2023 20:05:20,4.14,,,0.00,29.70
17-03-2023 20:10:20,,,,1.00,29.70
17-03-2023 20:15:20,,,,0.00,29.60
17-03-2023 20:20:20,,,,3.00,29.60
17-03-2023 20:25:20,,,,4.00,29.50
17-03-2023 20:30:20,,,,1.00,29.40
17-03-2023 20:35:20,,,,,29.30
17-03-2023 20:40:20,,,,1.00,29.20
17-03-2023 20:45:20,,,,0.00,29.10
17-03-2023 20:50:20,,,,3.00,28.90
17-03-2023 20:55:20,,,,1.00,28.90
17-03-2023 21:00:20,4.14,,,3.00,28.80
17-03-2023 21:05:20,4.17,,,0.00,28.70
17-03-2023 21:10:20,,,,0.00,28.60
17-03-2023 21:15:20,,,,3.00,28.40
17-03-2023 21:20:20,,,,0.00,28.40
17-03-2023 21:25:20,,,,,28.30
17-03-2023 21:35:20,,,,,28.30
17-03-2023 21:40:20,,,,,28.40
17-03-2023 21:45:20,,,,,28.30
17-03-2023 21:50:20,,,,0.00,
17-03-2023 21:55:20,,,,1.00,
17-03-2023 22:00:20,,,,0.00,
17-03-2023 22:20:20,,,,,28.30
17-03-2023 22:25:20,,,,,28.20
17-03-2023 22:30:20,,,,,28.10
17-03-2023 22:35:20,,,,,28.10
17-03-2023 22:40:20,,,,0.00,28.00
17-03-2023 22:45:20,,,,3.00,28.00
17-03-2023 22:50:20,,,,4.00,28.10
17-03-2023 22:55:20,,,,4.00,28.00
17-03-2023 23:00:20,,,,9.00,27.90
17-03-2023 23:05:20,,,,8.00,27.90
17-03-2023 23:10:20,,,,3.00,28.00
17-03-2023 23:15:20,,,,6.00,27.90
17-03-2023 23:20:20,4.17,0.00,,8.00,27.90
17-03-2023 23:21:20,,,0.00,,
17-03-2023 23:22:20,,,0.00,,
17-03-2023 23:25:20,4.17,0.00,,1.00,27.90
17-03-2023 23:30:20,,,,4.00,
17-03-2023 23:35:20,,,,6.00,27.90
17-03-2023 23:40:20,,,,8.00,27.80
17-03-2023 23:45:20,,,,1.00,27.80
17-03-2023 23:50:20,,,,4.00,27.70
17-03-2023 23:55:20,,,,1.00,27.70
18-03-2023 00:00:20,4.17,,,6.00,27.60
18-03-2023 00:05:20,0.00,,,0.00,27.40
18-03-2023 00:10:20,,,,1.00,27.30
18-03-2023 00:15:20,,,,3.00,27.20
18-03-2023 00:20:20,,,,3.00,27.20
18-03-2023 00:25:20,,,,1.00,27.10
18-03-2023 00:30:20,,,,1.00,26.90
18-03-2023 00:35:20,,,,0.00,26.90
18-03-2023 00:40:20,,,,3.00,26.80
18-03-2023 00:45:20,,,,0.00,
18-03-2023 00:50:20,,,,,26.80
18-03-2023 00:55:20,,,,,26.70
18-03-2023 01:00:20,,,,0.00,26.60
18-03-2023 01:05:20,,,,1.00,26.60
18-03-2023 01:10:20,,,,,26.50
18-03-2023 01:15:20,,,,1.00,26.40
18-03-2023 01:20:20,0.00,0.00,,6.00,26.30
18-03-2023 01:21:20,,,0.00,,
18-03-2023 01:22:20,,,0.00,,
18-03-2023 01:25:20,0.00,0.00,,0.00,26.30
18-03-2023 01:30:20,,,,,26.30
18-03-2023 01:35:20,,,,,26.20
18-03-2023 01:40:20,,,,,26.10
18-03-2023 01:45:20,,,,,26.00
18-03-2023 01:50:20,,,,,25.90
18-03-2023 01:55:20,,,,,25.80
18-03-2023 02:00:20,,,,,25.80
18-03-2023 02:05:20,,,,,25.70
18-03-2023 02:10:20,,,,,25.60
18-03-2023 02:15:20,,,,,25.60
18-03-2023 02:20:20,,,,,25.50
18-03-2023 02:25:20,,,,,25.40
18-03-2023 02:30:20,,,,0.00,25.40
18-03-2023 02:35:20,,,,1.00,25.30
18-03-2023 02:40:20,,,,0.00,
18-03-2023 02:55:20,,,,0.00,
18-03-2023 03:00:20,,,,1.00,
18-03-2023 03:05:20,,,,0.00,25.30
18-03-2023 03:10:20,,,,,25.20
18-03-2023 03:15:20,,,,0.00,25.30
18-03-2023 03:20:20,0.00,0.00,,1.00,25.30
18-03-2023 03:21:20,,,0.00,,
18-03-2023 03:22:20,,,0.00,,
18-03-2023 03:25:20,0.00,0.00,,0.00,25.30
18-03-2023 03:30:20,,,,0.00,25.30
18-03-2023 03:35:20,,,,1.00,25.40
18-03-2023 04:05:20,,,,1.00,
18-03-2023 04:10:20,,,,4.00,
18-03-2023 04:15:20,,,,1.00,25.40
18-03-2023 04:20:20,,,,0.00,25.30
18-03-2023 04:25:20,,,,0.00,25.40
18-03-2023 04:30:20,,,,1.00,
18-03-2023 04:40:20,,,,1.00,25.40
18-03-2023 04:45:20,,,,0.00,25.30
18-03-2023 04:50:20,,,,0.00,
18-03-2023 04:55:20,,,,1.00,
18-03-2023 05:00:20,,,,0.00,25.30
18-03-2023 05:05:20,,,,,25.20
18-03-2023 05:20:20,0.00,0.00,,0.00,25.20
18-03-2023 05:21:20,,,0.00,,
18-03-2023 05:22:20,,,0.00,,
18-03-2023 05:25:20,0.00,0.00,,0.00,25.20
18-03-2023 05:35:20,,,,0.00,25.20
18-03-2023 05:40:20,,,,1.00,25.10
18-03-2023 05:45:20,,,,1.00,
18-03-2023 05:50:20,,,,3.00,
18-03-2023 05:55:20,,,,0.00,
18-03-2023 06:00:20,,,,1.00,
18-03-2023 06:10:20,,,,1.00,
18-03-2023 06:15:20,,,,0.00,
18-03-2023 06:35:20,,,,0.00,25.10
18-03-2023 06:40:20,,,,1.00,25.00
18-03-2023 06:45:20,,,,0.00,
18-03-2023 06:50:20,,,,3.00,25.00
18-03-2023 06:55:20,,,,0.00,25.10
18-03-2023 07:05:20,,,,0.00,25.10
18-03-2023 07:10:20,,,,3.00,25.20
18-03-2023 07:15:20,,,,0.00,25.20
18-03-2023 07:20:20,,,,,25.30
18-03-2023 07:25:20,,,,,25.40
18-03-2023 07:30:20,,,,,25.50
18-03-2023 07:35:20,,,,0.00,25.70
18-03-2023 07:40:20,,,,1.00,25.80
18-03-2023 07:45:20,,,,0.00,25.90
18-03-2023 07:50:20,,,,0.00,26.10
18-03-2023 07:55:20,,,,1.00,26.30
18-03-2023 08:00:20,0.00,,,6.00,26.40
18-03-2023 08:05:20,0.05,,,3.00,26.60
18-03-2023 08:10:20,,,,6.00,26.70
18-03-2023 08:15:20,,,,6.00,26.80
18-03-2023 08:20:20,,,,8.00,26.90
18-03-2023 08:25:20,,,,8.00,27.00
18-03-2023 08:30:20,,,,9.00,27.10
18-03-2023 08:35:20,,,,8.00,27.30
18-03-2023 08:40:20,,,,8.00,27.40
18-03-2023 08:45:20,,,,14.00,27.40
18-03-2023 08:50:20,,,,9.00,27.50
18-03-2023 08:55:20,,,,8.00,27.70
18-03-2023 09:00:20,0.05,,,9.00,27.80
18-03-2023 09:05:20,0.20,,,9.00,28.00
18-03-2023 09:10:20,,,,1.00,28.30
18-03-2023 09:15:20,,,,9.00,28.70
18-03-2023 09:20:20,0.20,0.00,0.00,9.00,28.90
18-03-2023 09:21:20,,,0.00,,
18-03-2023 09:25:20,0.20,0.00,,14.00,29.00
18-03-2023 09:30:20,,,,9.00,29.10
18-03-2023 09:35:20,,,,14.00,29.30
18-03-2023 09:40:20,,,,16.00,29.40
18-03-2023 09:45:20,,,,11.00,29.40
18-03-2023 09:50:20,,,,8.00,29.60
18-03-2023 09:55:20,,,,14.00,29.80
18-03-2023 10:00:20,0.20,,,9.00,29.80
18-03-2023 10:05:20,0.58,,,11.00,30.10
18-03-2023 10:10:20,,,,8.00,30.20
18-03-2023 10:15:20,,,,12.00,30.40
18-03-2023 10:20:20,,,,12.00,30.60
18-03-2023 10:25:20,,,,8.00,30.70
18-03-2023 10:30:20,,,,9.00,30.80
18-03-2023 10:35:20,,,,6.00,30.90
18-03-2023 10:40:20,,,,11.00,31.20
18-03-2023 10:45:20,,,,,31.40
18-03-2023 10:50:20,,,,,31.50
18-03-2023 10:55:20,,,,11.00,31.70
18-03-2023 11:00:20,0.58,,,14.00,31.80
18-03-2023 11:05:20,1.14,,,11.00,31.70
18-03-2023 11:10:20,,,,8.00,32.00
18-03-2023 11:15:20,,,,11.00,32.20
18-03-2023 11:20:20,1.14,0.00,,6.00,32.20
18-03-2023 11:21:20,,,0.00,,
18-03-2023 11:22:20,,,0.00,,
18-03-2023 11:25:20,1.14,0.00,,9.00,32.20
18-03-2023 11:30:20,,,,4.00,32.30
18-03-2023 11:35:20,,,,9.00,32.60
18-03-2023 11:40:20,,,,11.00,32.90
18-03-2023 11:45:20,,,,9.00,32.70
18-03-2023 11:50:20,,,,4.00,32.60
18-03-2023 11:55:20,,,,8.00,32.80
18-03-2023 12:00:20,1.14,,,9.00,32.90
18-03-2023 12:05:20,1.80,,,6.00,33.30
18-03-2023 12:10:20,,,,1.00,33.40
18-03-2023 12:15:20,,,,8.00,33.30
18-03-2023 12:20:20,,,,3.00,33.20
18-03-2023 12:25:20,,,,8.00,33.60
18-03-2023 12:30:20,,,,11.00,33.70
18-03-2023 12:35:20,,,,6.00,33.60
18-03-2023 12:40:20,,,,6.00,33.70
18-03-2023 12:45:20,,,,9.00,33.90
18-03-2023 12:50:20,,,,6.00,34.00
18-03-2023 12:55:20,,,,6.00,34.10
18-03-2023 13:00:20,1.80,,,11.00,34.20
18-03-2023 13:05:20,2.41,,,8.00,34.40
18-03-2023 13:10:20,,,,8.00,34.70
18-03-2023 13:15:20,,,,6.00,34.70
18-03-2023 13:20:20,2.41,0.00,0.00,11.00,34.90
18-03-2023 13:21:20,,,0.00,,
18-03-2023 13:25:20,2.41,0.00,,12.00,35.10
18-03-2023 13:30:20,,,,6.00,35.00
18-03-2023 13:35:20,,,,1.00,35.00
18-03-2023 13:40:20,,,,9.00,35.20
18-03-2023 13:45:20,,,,14.00,35.20
18-03-2023 13:50:20,,,,1.00,35.10
18-03-2023 13:55:20,,,,1.00,35.30
18-03-2023 14:00:20,2.41,,,3.00,35.10
18-03-2023 14:05:20,3.05,,,8.00,35.20
18-03-2023 14:10:20,,,,12.00,35.40
18-03-2023 14:15:20,,,,14.00,35.30
18-03-2023 14:20:20,,,,0.00,35.40
18-03-2023 14:25:20,,,,8.00,35.60
18-03-2023 14:30:20,,,,0.00,35.60
18-03-2023 14:35:20,,,,1.00,35.90
18-03-2023 14:40:20,,,,3.00,36.00
18-03-2023 14:45:20,,,,3.00,36.00
18-03-2023 14:50:20,,,,4.00,36.20
18-03-2023 14:55:20,,,,8.00,36.20
18-03-2023 15:00:20,3.05,,,0.00,36.10
18-03-2023 15:05:20,3.63,,,3.00,36.30
18-03-2023 15:10:20,,,,1.00,
18-03-2023 15:15:20,,,,3.00,36.30
18-03-2023 15:20:20,3.63,0.00,0.00,8.00,36.20
18-03-2023 15:21:20,,,0.00,,
18-03-2023 15:25:20,3.63,0.00,,4.00,35.80
18-03-2023 15:30:20,,,,3.00,35.70
18-03-2023 15:35:20,,,,3.00,35.90
18-03-2023 15:40:20,,,,4.00,36.10
18-03-2023 15:45:20,,,,1.00,36.20
18-03-2023 15:50:20,,,,6.00,36.30
18-03-2023 15:55:20,,,,3.00,
18-03-2023 16:00:20,3.63,,,1.00,
18-03-2023 16:05:20,4.06,,,3.00,36.30
18-03-2023 16:10:20,,,,6.00,36.20
18-03-2023 16:15:20,,,,,36.00
18-03-2023 16:20:20,,,,6.00,35.70
18-03-2023 16:25:20,,,,3.00,35.70
18-03-2023 16:30:20,,,,6.00,35.60
18-03-2023 16:35:20,,,,11.00,35.50
18-03-2023 16:40:20,,,,0.00,35.50
18-03-2023 16:45:20,,,,6.00,35.60
18-03-2023 16:50:20,,,,6.00,35.70
18-03-2023 16:55:20,,,,3.00,35.60
18-03-2023 17:00:20,4.06,,,,35.30
18-03-2023 17:05:20,4.34,,,3.00,35.20
18-03-2023 17:10:20,,,,6.00,35.00
18-03-2023 17:15:20,,,,1.00,34.90
18-03-2023 17:20:20,4.34,0.00,,3.00,34.80
18-03-2023 17:21:20,,,0.00,,
18-03-2023 17:22:20,,,0.00,,
18-03-2023 17:25:20,4.34,0.00,,6.00,34.70
18-03-2023 17:30:20,,,,9.00,34.60
18-03-2023 17:35:20,,,,1.00,34.50
18-03-2023 17:40:20,,,,6.00,34.40
18-03-2023 17:45:20,,,,1.00,34.30
18-03-2023 17:50:20,,,,8.00,34.10
18-03-2023 17:55:20,,,,1.00,33.90
18-03-2023 18:00:20,4.34,,,1.00,33.70
18-03-2023 18:05:20,4.47,,,6.00,33.40
18-03-2023 18:10:20,,,,1.00,33.20
